Gene Symbol	Monocytes C	NK	T CD8 Memory	T CD4 Naive	T CD8 Naive	B Naive	T CD4 Memory	MAIT	T gd Vd2	Neutrophils LD	T gd non-Vd2	Basophils LD	Monocytes NC+I	B Memory	mDCs	pDCs	Plasmablasts
TNFRSF13B	0.347203115	0.10205089	0.120339368	0.152303127	0.121024333	20.85824672	0.349243441	0.088056141	0.0506272	0.32098356	0.089977759	0.208682343	0.49324118	179.9266687	2.466101827	1.128570083	977.6115361
COL4A4	0.126181249	0.28385983	0.011964644	0.158538358	0.087078524	0.894293426	0.18820851	0.01095299	0.119991856	0	0.027836715	0.010977796	0.109904292	10.72514869	1.256061905	0.526142021	45.54886579
RP11-588H23.3	0.970965538	0.649680429	0.487350952	0.761038164	0.627112627	1.21889279	0.951943553	0.562517247	0.752746434	0.513170047	0.597618713	0.763801707	1.373180099	16.64569993	2.562996254	0.729642378	64.27582557
EBF1	0.569846349	0.060477655	0.473700976	0.105697388	0.286327059	142.7313618	0.371843869	0.118659859	0.111348768	0.156170597	0.54219771	0.134559065	0.053357036	159.2824758	0.688568859	0.014860976	46.0601302
OSBPL10	1.178217594	0.605744648	0.806176552	1.057019121	1.059643674	48.14960399	1.965236487	0.623190032	1.530085989	0.275908786	1.227580833	0.59050773	0.824423466	95.43784341	5.747239582	3.579802377	126.188821
WNT16	0	0	0.036192848	0.084178202	0.080534032	11.91190967	0.094396969	0.179557183	0.220813165	0	0.289787827	0	0	20.09255592	0	0	1.927676708
COCH	3.016279719	0.056725896	0.391825166	0.5444951	0.682959253	6.442074578	0.518332052	0.111204939	0	0.039538789	0.163311253	0.352134856	0.27114965	145.4052635	0	1.921839157	268.728657
CTD-2363C16.2	0	0	0	0	0	20.45724516	0	0	0	0	0	0	0	26.45803702	0	0	3.709593033
SSPN	0.059722082	0.062527741	0.072539232	0.084587948	0.028770913	1.638024372	0.068008742	0.042262634	0.053420779	1.189067542	0.021699911	0.811258988	0.092385188	55.11578881	2.042627177	0.091713542	179.2565512
ZNF587P1	0	0	0	0	0	6.876221702	0	0	0	0	0	0	0	16.01529569	0	0	14.03233971
RP11-498M5.2	0	0	0	0	0	13.81477866	0	0	0	0	0	0	0	20.4024872	2.91225788	0.388583143	0
MTND5P5	0	0	0	0	0	73.180963	0	0	0	0	0	0	0	87.98012369	8.695832762	2.789816232	11.34526407
RP11-785D18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	12.88764133	0	0	58.7341832
DOK7	0	1.873157612	0.045701592	0	0	5.227268647	0.004513958	0	0	0	0.26471412	0	0.112099588	21.59456457	1.023977691	0	1.307525734
TAS1R3	0.2983298	0.842993908	0.514065589	0.627191005	0.496579659	0.422631469	0.401421078	0.232854701	0.487144217	0.071928883	0.64455621	0.282555818	0.609227547	23.04369145	0.355904973	0	34.69998625
POU2AF1	1.262698211	0.986447443	0.697677187	1.112837401	0.751845823	82.93628506	2.192774813	0.52975205	1.117916897	0.589827369	0.610679935	0.638820296	1.450036111	127.6086672	3.328359306	1.208534998	888.6431321
CPNE5	3.05519042	0.133974575	0.248576355	0.053626667	0.026537968	82.0444088	0.414842332	0.069118211	0.063943577	0.967000603	0.073463559	0.299439204	2.019515546	206.2082591	5.61502352	0.837100904	966.0341348
CD19	0.520518884	0.189218529	0.118383971	0.059216109	0.334168253	403.6407801	0.146273876	0.099091382	0.038806517	0.138692944	0.021049482	0.560213203	1.491597758	362.2604025	5.238907712	0.622198134	547.9677183
BLK	0.234596695	0.895989749	0.389486493	0.167622649	0.184743351	191.8176344	0.939526027	30.662539	0.063891245	0.188625939	0.534120544	0.144389418	0.100745564	346.1871031	1.488633321	8.505860071	251.0302007
SYBU	0.131602716	0.032264606	0.083190763	0.364502447	0.023553735	3.866480715	0.240746954	0.033567111	0	0.050009121	0.194782567	0.09448868	0.016793422	12.97343009	0.148849988	0	2.763550025
AL928768.3	0	1.040979593	0.008306413	0	0	19.96512323	0.05212477	0	0	0.989096223	0	1.109079771	0	1392.354827	1.58520951	1.011325122	12930.6024
MS4A1	1.021474218	2.551848837	6.929344471	1.066237222	0.433252806	3220.565066	6.014858495	8.404824152	45.82537972	1.659058028	3.868836382	0.710567047	2.684856975	3180.577608	7.566766546	1.366388617	139.5450215
EBI3	0.608187913	0	0	0	0	0.878823395	0	0	0	0	0	0	4.734944358	14.93986446	6.43843453	0	1.694286755
AC008697.1	0.570610768	0.191629729	0.139574983	0.162815738	0.179686427	0.754045864	0.728663854	0.181755859	0.155525809	0.277966534	0.090415407	0.165435063	0.472129598	9.188870212	0.474290548	0.497907614	0.613643391
FCRLA	0.535441704	0.940810787	0.115716937	0.218678557	0.141973733	391.3448839	0.223135969	0.050178193	0.17744302	0.442329715	0.144371174	0.328467342	0.203241756	422.384438	2.272948407	166.7668123	121.3718396
LCN10	0	0	0.020496036	0.659199382	3.097973554	55.68973243	0.387136518	0	0	0	0	0	0	53.32179259	0	0	0
LINC01781	0	0	0.02290224	0	0.180892353	6.684282002	0.086425612	0.147958556	0	0.134805163	0	0	0	46.4348505	0	0	159.3724602
ZBTB32	0.0572545	0.110496921	1.536258113	1.400011991	2.336134562	4.881751416	2.4151061	0.143238265	0.653026037	0.022192967	2.066350102	0.305946103	0.151886957	75.69647168	2.202210313	0.04838324	318.4291041
BANK1	10.48672865	1.470738106	0.024810996	0.549275792	0.083728972	498.746049	0.178087096	2.815061716	0.204209106	0.218943469	0.31439743	6.959314149	2.401301415	665.6284482	141.3580152	34.75154013	167.7829918
RP11-148O21.4	0	0	0.035082706	0	0	48.96908052	1.04485804	9.107379531	0	0	0.528406412	0	0	75.89265292	0	7.497455001	37.70253127
FCRL5	1.585483315	1.34087588	0.658251847	1.233564718	0.956287896	81.66352071	1.386737361	0.841184389	1.025497993	1.034712462	0.919243506	1.569531789	3.088147789	56.81946567	4.402306507	14.28636379	386.0072109
AIM2	18.98521608	1.304410163	2.813178062	0.488732635	0.672360716	17.32977926	4.866407323	2.152460682	2.859280482	17.09256745	2.005712786	4.016925091	18.83218691	170.3595373	26.32297679	0.586317402	206.9363784
TNFRSF13C	0.919431301	0.681556846	2.80566782	3.947750896	3.796725761	285.5701356	7.742897692	5.978223973	3.814899635	0.581913796	4.348323509	0.465825098	1.184269437	270.7762075	4.522240933	5.330159234	53.15915909
RP11-148O21.2	0	0	0	0	0	49.29260879	0.302828159	2.274018206	0	0	0.290791935	0.09337733	0	49.34113436	0	3.331727168	41.22321526
CECR7	3.927829695	4.003986117	3.973411762	7.191024064	6.716663865	6.800794952	6.513635566	2.486502716	4.458330045	1.293453691	3.336048572	3.017062909	5.285863653	36.02400734	14.34116857	6.850277455	64.63500144
SEMA4B	33.43067212	8.097088252	4.605813386	3.519904527	1.575660104	78.00598505	8.490043866	2.715837649	6.354308743	31.38062115	4.799651578	2.895465502	22.85156181	106.1300176	47.07334169	5.660838974	95.16464253
TLR10	2.872790824	1.077707089	0.218371261	0.183719919	0.203386188	101.5985376	0.342437731	0.144822097	0.210570288	8.137234383	0.241148644	0.314135094	14.39127338	181.146493	140.3108815	60.65392282	26.58474882
RALGPS2	6.533618515	3.280203454	1.781747426	8.847853157	4.600971397	257.8190793	4.973188587	2.631961214	5.098180403	6.56178138	2.365498456	10.04919618	11.64893075	274.2614735	13.43122199	19.68303371	201.3207599
LINC01857	0	0	0	0	0	9.70130116	0.017186584	0	0	0	0	0	0.399031058	21.62406227	0	0	0
RP11-404F10.6	0	0	0	0	0	14.37373044	0	0	0	0	0	0	0	12.20480899	2.725484255	0	1.773851939
CD79A	0.717798277	0.823737765	1.189875765	3.716030361	13.33247234	975.28646	3.271965771	0.102066456	1.64911544	0.634019097	5.218849302	0.46659722	2.611955683	946.6318695	9.081268429	30.20745525	2378.90897
CNR1	0	0	0	0	0	1.927318423	0	0	0	0	0	0	0	3.639779052	0	0	2.200422788
CD40	27.948379	4.625392944	2.522778198	2.793147041	1.718887854	183.7229896	2.734409744	1.361464054	3.107045574	0.254775767	5.309324273	3.390793292	46.82257303	175.6622876	97.33042743	21.60690267	96.63534492
SOX5	0.550554232	0.145914219	0.19734955	1.513593294	0.253997866	1.511243921	0.829897965	0.236773463	0.503341808	0.944841422	0.969570756	0.695037977	0.469460693	9.719261785	1.426483849	2.979100293	2.875057336
SYNPO	0.237289605	0.419360326	0.360554727	0.171715753	0.146241728	3.014599473	0.347015646	0.242259036	0.546927316	0.197605341	0.304254836	0.191542817	0.327187346	4.275759724	0.917664585	0.183933168	0.779069886
HRK	0.117453105	0.081388113	0.097202166	0.822789478	0.075902186	2.566486901	0.134688355	0.061841382	0.167437986	0.109957454	0.092352312	0.057775416	0.231145693	6.340639522	0.633050173	0.17808076	6.078746041
PNOC	2.368341246	0	0	0	0	49.58841532	0.015688487	0	0	0	0	0	1.367612555	60.53840487	0.546244729	53.70201137	160.0072038
IGLVI-70	0	0	0	0	0	25.91310621	0	0	0	0	0	0	0	25.21398558	0	0	343.2841686
RP11-428G5.5	0.809016669	2.611698323	1.223801095	0	0	31.38888996	0.072724929	0.057408336	0.106156124	2.110370915	0.943980292	0.767613156	2.810358018	32.53325447	0.429915033	0	0.309608378
DNAH8	0	0	0	0	0	0.003456941	0.148365278	0	0	0	0	0.067556192	0.004490167	2.629791292	0	0	4.752524908
RP11-511B23.1	0.128659751	0.065651811	0.130079313	0	0	4.520070088	0.171058828	0	0.196086345	0.235951237	0	0	0.146990452	6.965554459	0	0.092892532	15.18510854
LINC00494	0	0	0	0	0	11.82297347	0.021421881	0	0	0	0	0	0	16.49480908	0	7.586041295	1.790331663
EHD3	4.079385761	7.996261707	4.53602764	2.885597393	1.667479832	10.27739178	4.32675959	2.180354816	7.143342854	0.495271107	6.161337196	0.390148769	11.45470632	46.59622325	6.631943614	0.506161364	96.44825757
COBLL1	1.776636348	2.122676091	0.672682365	1.696671737	0.5872375	72.55561544	1.274475839	0.780797443	1.298909705	0.654158389	1.010546205	4.182312055	0.759272652	123.7109433	8.022914595	132.5500286	463.3685629
ANGPTL1	0.537067198	0.154746667	0.020244963	0.149367651	0.314642424	17.18163166	0.253599756	0.11711032	0.04810234	0.78518564	0	0.399264394	0.4422467	17.20919493	0.920807764	1.385780281	9.833834777
RP11-380I10.4	0	0	0	0	0	0.423735504	0	0	0	0	0	0	0	2.580708983	0	0	30.05785699
CDK14	3.911994348	0	0.009570393	0.021316297	0.274378189	43.9346755	0.593910676	0	0	7.209248372	0	7.951655162	5.18554298	73.79850585	32.19879898	4.677593635	134.8498845
AK8	0	0.483955773	0	0	0.024909784	0.68294792	0	0	0	0	0	0	0	8.405733563	0	0.04156068	4.046205471
PLPP3	0.672777304	0.138476173	0.10026086	0.341607526	0.216988196	2.613535256	0.207615436	0.16789044	0.128569617	0.405813701	0.371556867	0.205651005	0.770290488	4.95116315	0.824833274	0.448315731	1.55094624
ILDR1	0.459524782	0.183976596	0.215198043	0.251981046	0.136057273	0.611454661	0.155079649	0.141261904	0.136485012	0.157313449	0.15031158	0.220270654	0.3466875	8.458466038	1.140381088	0.269119524	33.91382815
CYB5R2	2.927156343	0.143312691	0.106096586	0.184290815	0.122433229	0.671900967	0.259072159	0.04937501	0.168623216	0.292244266	0.200912169	0.194203929	0.849025074	7.287860061	2.322179529	0.151758581	16.87907733
AC007386.2	0.724893333	0.335937064	0.226670651	0.36755709	0.354704732	6.869935911	0.356540304	0.239910703	0.359349583	0.302290179	0.383584562	0.405025423	0.877501632	8.818699084	0.872381348	0.645448687	49.25090868
2-Mar	0.508198147	0	0	0	0	6.850537205	0	0	0	0	0	1.670774088	0	10.87795666	0	0	21.82276064
CD207	0	0	0	0	0	0	0	0	0	0	0	0	0.243297786	0	86.96657629	0.044548672	0
RP11-389C8.2	0.861452927	0	0	0	0	0	0	0	0	0	0	0	0.522955009	0	82.18313354	0	0
CD1E	3.264724066	0.216627996	0	0	0	0.708266159	0	0	0	0	0	0	6.208193212	0	587.6833542	0	0
CD1B	2.20021589	0	0	0	0	0	0	0	0	0	0	0	1.090251703	0	76.22261235	0	0
ENHO	0.094128992	0.05152277	0	0.25567349	0	0.334419718	0.020879494	0.090333197	0.057978779	0	0.06221086	0.113313226	1.598010497	0.002850303	95.23660561	0	0.493055684
ZNF366	3.288888516	0.175484541	0.10593094	0.071971103	0.108556302	0.291979069	0.10917265	0.075088699	0.134290199	0.104419052	0.016626727	0.118904774	2.62854951	0.258028678	167.4527627	2.223111338	0.348448691
MRC1	0.637005157	0	0.001490631	0	0	0.008834566	0.253912605	0	0	0	0	0.064812564	1.210664497	0	107.0313488	1.158732479	0.091570862
RP11-863P13.3	2.80635695	1.754720521	1.083892406	1.267612827	1.273571885	1.56439877	1.51683877	0.966554872	0.971672379	1.558515122	1.907968809	1.586484451	3.986947127	1.544929688	111.1035738	2.06245281	3.418851137
EHF	0.238380301	0	0	0	0	0	0	0	0	0	0	0	0.329028873	0	28.22321158	0	1.00600274
CLEC10A	45.00544872	1.060508718	0	0	0	1.881546799	0	0	0	0.054958597	0	0	25.13826241	1.899124199	2497.763123	5.660502699	0.611332204
LRP1B	0	0	0	0	0	0	0	0	0	0	0	0	0.063541446	0.00022035	17.00511822	0.857574559	0
KCNK13	0.874227731	0	0	0	0	0	0	0	0	0	0	0	0.305813974	0	15.74684455	0	1.092647654
FZD2	0.958907672	0	0	0	0	0	0	0	0	0	0	0	0.370555141	0	17.82425194	0.91082504	0
HTR7	0.989827926	0.049186784	0.132011434	0.645833988	0.462987126	0	0.445055022	0.202186055	0.229293622	0	0.104449974	0	2.607093335	0	48.51572025	0	0
CYP2S1	42.91810453	1.024725363	0	0.01751838	0	0.525568434	0.009887037	0	0	0	0	0.799763595	6.279121732	1.396366299	507.83103	2.340888823	0.211588959
CACNA2D3	40.518258	0.222349665	0	0	0	0.617591468	0	0	0	0	0	0	5.149442959	0.524450971	459.5712053	13.45468449	0.881079155
IDO1	4.371070967	0.78309226	0	0.151611437	0	0.463252253	0.070171645	0	0	2.928333818	0	6.556030755	3.002501641	0.106681144	406.723245	0	1.311590273
FPR3	11.63072406	0.278648371	0.195030993	0.022425906	0.013811773	0.548558401	0.067580433	0.077807749	0.149189057	0.042369765	0.158144866	0.668116468	6.56163962	0.311746799	131.9036589	0.099098723	0.51779523
RP6-91H8.3	3.394841057	1.801945031	1.137672971	0.647177483	1.330969039	1.003514955	1.870033456	3.936511657	2.829716691	1.199912635	2.014843615	3.220065309	2.83637574	0.982365196	176.113631	3.087205753	3.185508286
SDS	3.520193968	0.611999666	0.707968736	0.852595415	0.92298435	0.787655958	1.329792688	0.534150846	0.636425908	1.290008368	0.382444236	0.822338551	1.967986112	1.299538486	78.93938875	2.479770195	1.400060602
MPP3	1.71866415	0.03745505	0.057783819	0.595451868	0.14278087	0.041621166	0.399476748	0.149148002	0.255944755	0.036630203	0	0.130742367	0.361214794	0.018083893	57.0751703	0.343161235	0
CLIC2	8.412448333	1.328673328	0.910398674	0.204084233	0.49739999	1.136753319	0.901642322	0.572309816	1.776100005	0.887305488	0.906765763	0.21100101	24.48300701	1.134173316	453.8104273	12.34721742	1.651663349
DCANP1	0	0	0	0	0	0	0	0	0	0	0	0	0.053146518	0	10.44889634	0.477679638	0
VSIG4	35.67981437	0	1.033954722	0	0	1.435457612	0	0	0	0.704392393	1.083036688	0.776917631	9.951207981	0.034199761	297.6521295	0	0.533427472
RAB7B	0.149469003	0	0	0	0	0	0	0	0	0	0	0	0.331343851	0.117641759	34.78923084	1.468954876	0
CDS1	0.37145752	0	0	0.125595486	0.145677509	0	0.045050295	0	0	0	0	0	0	0	10.22050571	0	0
RTN1	42.50540496	0	0.004762787	0	0	0.647183199	0	0	0	0.75305118	0	0	33.73021056	0.923051772	353.9401544	0	1.486934547
CLEC9A	0.301387256	0.230895408	0	0	0	0	0	0	0	3.018101288	0	0	0.341449369	0	68.58262792	0	0
IDO2	0.714043935	0.490082518	0.479748225	0.776496389	0.560246165	0.589615134	0.644598132	0.311353144	0.513801668	0.478999796	0.427630353	0.847162552	1.113819524	0.429240791	34.46062355	0.577438483	18.5866725
PTGFRN	1.053834652	0.058172186	0	0.32602908	0	0	0.095021021	0	0	0	0	0	0.282206377	0	23.29577079	0	0
NDRG2	24.39135207	14.4542102	18.27859736	36.46595025	26.02731175	10.84303411	38.09382171	16.15908532	31.92742891	4.467098613	12.01317079	3.382252755	20.0675948	12.40232556	2400.870706	33.38418825	19.67362015
LGALS2	147.0762843	0.631270223	0	0	0	5.160284628	0	0	0	0	0	0	29.18945133	2.849329297	786.6310472	0.87690955	2.747518225
PID1	86.71506238	0.245262127	0.162818731	0	0	3.154738171	0.207958547	0.13704245	0.430462955	0.177451962	0.812061261	0.127299982	33.17635595	2.814315455	478.675352	0.288548362	2.396711923
GRIP1	0.52027068	0.32421178	1.878569078	4.014819545	3.077556964	0.524372048	6.148608923	1.136085998	2.500348286	0.749896024	0.817261421	3.40952997	6.515424881	0.183357362	335.4419659	10.01625533	2.883731985
EPHB3	1.980811502	0.13663962	0.0495188	0.073296923	0.053762422	0.432580237	0.127720121	0.052353895	0.090616857	0.099726595	0.075137048	0.053331989	0.462818019	0.14071776	12.63916328	0.303667408	0.109492698
CES1	187.2255979	1.238566582	4.495550157	0	0	2.635581504	0.227347155	0	4.659037357	0.135146932	3.070742472	0.146971407	11.52055888	2.59366994	739.9231823	6.579179236	6.383794276
DTNA	7.124497695	2.106382391	1.22845238	2.527482642	1.593934878	3.732308337	2.224019491	1.126881831	2.532838003	1.400405479	0.734072523	3.210753456	5.674019548	1.704229533	134.570118	4.848751975	4.692044209
MSLN	0.382711933	0	0	0	0	0	0	0	0	0	0	0	3.910892409	0	28.78603798	0	0
CD1C	44.97198088	2.715547684	0	0.083475071	0	80.79527509	0.016512737	0	0.082090457	0.060071203	0	0	28.47375226	202.2305646	4395.916334	0.116538663	7.556197954
RP11-426C22.4	3.253123874	2.088201326	0.561597567	0.105534195	0.044150103	1.440976462	0.465593867	0.139575993	0.322842073	0.253775514	1.640296756	0.515715338	4.829236817	0.337401033	94.60646372	0	0.38241868
LEKR1	29.53535815	1.199659631	2.718459591	3.347876573	2.901879966	4.624455278	3.461906593	3.273741906	5.790578302	0.349123825	1.923428257	0.318848681	8.37920314	2.583373338	296.2661666	4.591173147	18.4172103
LAYN	0.268373676	0.89954275	0.073648299	0.167736109	2.270800121	0.049573537	0.502044968	1.108541851	0.187998855	0.092047976	0.058399966	0.068470823	0.329824781	0.205778996	48.52754229	0.064800849	0.368088089
FLT3	19.6613885	1.003455229	0.002161533	0	0	0.703291349	0	0	0	0.157909822	0.02612955	5.42783712	5.778952433	0.912384898	645.261372	168.5309233	3.866845549
TACSTD2	4.463317817	0.07246596	0	0	0	0	0.003989676	0	0	1.471229251	0	0	0.317671332	0.001150882	36.31824238	0	0
KCNK6	34.31099574	6.839915475	8.216711501	13.48011099	6.401794524	9.64588374	12.66835232	5.340500821	10.75639909	7.38488286	7.214088908	20.13655124	33.99402425	7.735420706	267.4045805	19.9523695	109.1421404
KCTD12	52.31949891	0.133838661	0.000254386	0.117077606	0.412673076	1.608421926	0.303651162	0	0.028437338	4.065681444	0	0.058746293	23.5088415	1.373187481	253.6026454	18.79389237	3.804994276
PKIB	4.437084787	1.009885976	1.865541839	2.034242462	2.703748359	4.335365095	1.908261142	0.151518941	0	0	1.346420104	1.626365602	8.211982896	3.763442861	205.5138816	2.98668525	10.98373017
SEZ6L	4.202361594	0.045217683	0.000897544	0	0	0	0	0	0	0	0	0	28.00749078	0.262420245	112.7298854	0	0.340620561
CTTNBP2NL	10.32502862	0.822912722	0.520735616	0.76171431	0.559033094	1.998621406	1.070597969	0.448808341	1.032477878	0.468090887	0.619197088	0.786874543	8.335382603	2.198510721	110.918264	21.5427211	2.796167575
SLAMF8	6.8901145	7.046495462	8.523156293	2.240597817	1.134545675	0.678229391	2.496221096	0.65474412	6.926871867	0.03605238	6.116131959	0.031928145	6.604811241	0.011465396	242.6700955	0	0.101054553
UPK3A	8.85199298	0.053461597	0	0	0	0.808819154	0	0	0	0.761526081	0	0	16.44720092	0.223289395	109.2309358	9.16186661	0
HBEGF	31.487371	0	0.016894303	0.044517119	0.024032254	0.692928295	0.554738554	0	0.338598871	4.564778105	0	0.153716922	21.58595752	1.247598496	231.9223688	0.231358094	0
FAM20C	4.013747742	0.102727294	0	0	0	0	0	0.106090977	0	0.026531025	0	0	2.31782722	0.028347184	24.76113075	1.01079466	0
FAM109A	11.47587479	2.697652552	1.627006772	1.108471704	0.402533112	7.010797277	1.609888865	0.731512886	2.546952802	0.023590848	1.5202659	2.401002812	26.76067282	3.074575529	143.5410833	2.226945798	3.216948319
MTMR11	285.9357323	0.624516189	0.242654646	0.772050706	0.270796337	7.150710534	0.953906209	0.584762003	1.225448748	0.43740641	0.776767856	0.797941361	263.4538855	3.709274609	876.4283532	1.791911039	13.92779402
KLF4	139.5405116	0.721553543	0.147267644	0.098350206	0.043129308	10.84354835	0.352990003	0.040321952	0.117278727	1.996529096	0.590891331	0.066683636	165.9095351	4.204324669	689.8986464	12.38990029	2.264597573
VEGFA	1.223628895	0	0	0	0	0	0	0	0	0.177421257	0	0.416384462	0.163254308	0.217566819	10.7625962	0	1.647572295
RP11-426C22.5	14.82218698	11.88632327	5.422774747	4.349806962	3.589976282	3.103680346	4.632369154	1.26002555	4.548470278	2.916856329	5.107378219	4.590580946	24.6104796	2.551225543	222.3103283	3.977809204	6.358306337
KCNMB1	23.51465381	1.122787898	0.612557955	1.000707061	0.739589609	2.070390812	0.926409875	0.693403546	0.646105217	0.776154781	0.636211758	0.687471611	26.83622786	1.484467198	106.962469	7.460491485	3.528296847
CD1D	282.4934544	1.085803042	0	0	0	21.65988395	0.014398535	0	0	3.033978908	0	0.02836687	74.07443201	33.3816957	1136.735504	0.219143364	19.98524909
RP3-522P13.3	4.983973025	0.333633346	0.382066497	0.230937263	0.085832607	0.103453307	0.56426881	0.320583516	1.157492169	0.096358	0.107989571	0.350600204	14.395932	0.498012475	75.64711933	4.75368485	1.808408593
ID1	49.87717824	0.56892756	1.719703848	0	0.107316947	1.193938601	0.569610653	1.321831814	5.059514628	1.709487354	1.92199165	2.846471983	9.393790886	1.109246407	158.5900375	1.778744389	10.13207205
CTB-113D17.1	5.889450769	0.011093015	0	0.012942115	0	0.084332727	0.007542975	0	0	0.010834062	0	0.021761551	3.263132957	0.184087566	30.10912895	0.338157973	0
CCSER1	1.391063423	0.677379476	0.031773232	0.041621415	0.077645009	25.78230507	0.830729814	0.028183857	0	0.479356406	0.052122728	0.51360284	1.901332857	17.1097512	188.9817055	3.331377537	3.42979049
ACPP	82.0065056	0.789432113	0.192331872	0.195769077	0.089469844	2.610090325	0.179535169	0.105830399	0.133263158	17.06139428	0.22935266	0.122621712	44.08121722	3.345978112	322.5281652	4.544042391	5.965705152
DFNA5	7.927135925	0.486088474	0.751998528	0.751870484	0.794350772	2.16036314	0.550647616	0.046058613	0.301198594	0.009670467	1.150161427	0.083776773	1.216195595	1.236499183	88.91188324	0.698990082	0.845716752
SDSL	9.466525191	1.018958872	0.127912317	0.127288151	0.102130262	0.576146059	0.241789605	0.093968786	0.203024332	0.216855447	0.21788089	0.262728769	4.272402192	0.335004272	78.10816845	13.11808858	0.478359125
SHTN1	119.6721528	0.984651377	0.039316038	0.008079244	0.046039208	3.442905946	0.273768904	0.028881608	0.05568666	0.050532715	0.059658281	0.067287374	68.42272563	2.412713506	417.1979113	91.77494664	2.326574378
C1orf127	3.159282158	0.536793056	0.22556109	0.556189901	0.237595638	0.306966782	0.504964214	0.218506397	0.282967934	0.533362271	0.281855115	0.516884715	0.915402911	0.470368783	15.48336878	1.590170694	0.682378896
MAP3K20	66.65934809	5.163757114	6.911953273	1.003492883	0.685970587	8.679845372	3.895728532	1.277219215	6.784677548	5.007338774	4.940588952	1.318709187	58.47357582	8.972074164	299.8954261	3.882322687	8.891089616
MARVELD1	15.7485779	0.979493315	0.057041156	0.191859554	0.381626834	0.374852907	0.128381775	0.301566108	0	0	0	0	5.457734268	0.506942941	77.7843888	1.471120553	0.567292006
DSE	22.06320733	1.328502824	0.572286668	2.123394206	1.081687869	5.134092964	2.140939647	2.088253859	0.52001341	4.769815649	1.336170677	3.027900252	17.15319001	7.484701495	169.1033934	18.27150379	13.6226297
NUDT16P1	42.20446546	1.052915434	0.562171531	0.407090479	0.434558677	2.327809224	0.679505382	0.316966193	0.367233769	12.38669437	0.452650296	1.009617587	45.33782381	2.18274471	168.5282868	0.655912996	18.66092094
CD33	547.982404	4.971931792	0.558129705	0.453418979	0.231146526	17.48031793	0.563203698	0.328058772	0.765271392	14.21888641	0.419292816	33.47653381	344.8032978	11.7259134	2079.148499	6.972500442	17.06715426
SNX30	40.46255642	3.190836174	3.67970019	3.29774661	2.451356771	5.489348481	3.87601527	5.396803856	4.650667773	3.319967844	5.472074573	2.120597226	25.19404084	4.45850417	151.5623971	8.041234343	6.436648834
FAM129B	12.3120855	0.153924553	0.263433241	0.305871219	0.296059772	0.409882773	0.622879164	0.239507338	0.275179554	0	0.347089224	0.668086544	4.135775767	0.238537175	46.35776167	0.123745437	0.447951381
SNAI1	10.37635817	0.546666264	0.544589933	0.168725615	0.289470801	0.339985457	0.296634262	0	1.813389202	0.131617152	1.325128342	1.525829039	1.399277283	0.291784186	74.24734553	6.884063354	0
APBA1	0.9328864	0.187618936	0.151518233	0.387411828	0.16874294	0.242593521	0.809576832	0.107724201	0.25633672	0.198563497	0.168348565	0.137435594	1.896385844	0.155310129	17.37846638	1.159359693	0.239151313
PPFIA4	24.52601331	0.325681605	0.012040692	0.457235657	0	1.492674568	0.33988319	0.103252188	0.37251602	0	0	0.214776367	10.72808065	1.330668831	107.3045384	5.781422474	0.05528905
SCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.98995268	0
LINC01478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.00507308	0
RP11-73G16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.3401878	0
RP11-71G12.1	0.318750105	0.076102197	0.083814727	0.134888302	0.063851211	0.287178958	0.206275046	0.075397376	0.095515934	0.264553025	0.057403117	0.116890084	0.397678014	0.192262075	0.418825481	409.2200021	3.18540753
KCNK10	0.213376615	0.393021653	0.067265708	0.084251321	0.071187252	0.08304132	0.105720992	0.045148513	0.093547773	0.106905578	0.108019239	0.047831701	0.223727236	0.050724101	1.079082227	37.84504221	0.15726816
EPHA2	0	0.145500864	0	0	0	0	0	0	0	0	0	0	0	0	1.001403407	70.73714087	0
KRT8P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.91919656	0
CUX2	0	0	0	0	0.096462101	0	0	0	0	0	0	0	0	0	0.184319383	42.54075109	0
LINC01724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.67045374	0
AC011893.3	0	0.059937793	0.026417908	0	0.063453985	0.026795839	0.037714505	0.021174526	0	0.093612295	0.024928017	0	0	0.001820609	0	114.7760401	0.266090688
SCARA5	0	0.198981562	0	0	0	0.34239124	0	0	0	0	0	0.012528763	0	0.133219355	5.240967463	143.0127781	0
KCNA5	0	0	0	0.050119421	0	0	0.002466932	0	0	0	0	0	0.014533026	0.094414875	0	79.53415452	0.092784574
LINC00475	0	0.118185651	0	0	0	0	0	0	0	0	0	0	0	0	0	64.72184694	0
KRT5	0	0	0	0	0	0	0	0	0	0	0.275562748	0	0.221772025	0	0	173.356799	0
SLC35F3	0	0	0	0	0	0	0.009980231	0	0	0	0	0	0.083886265	0	0.777572895	27.7256078	0
EWSAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.968036369	0
RP11-203M5.6	0	0	0	0	0.21011293	0.680405238	0.011285394	0	0	0	0	0	0	0.249697095	10.75965836	2045.410869	0
